"About the data: Exported on Dec 13, 2022. Criteria: '""digital divide*"" OR ""digital inequalit*"" OR ""digital gap*""' in title and abstract; Publication Year is 2000 or 2001 or 2002 or 2003 or 2004 or 2005 or 2006 or 2007; Fields of Research (ANZSRC 2020) is 35 Commerce, Management, Tourism and Services or 38 Economics or 46 Information and Computing Sciences; Publication Type is Article or Chapter or Proceeding. © 2022 Digital Science &amp; Research Solutions Inc. All rights reserved. Parts of this work may also be protected by copyright of content providers and other third parties, which together with all rights of Digital Science, user agrees not to violate. Redistribution / external use of this work (or parts thereof) is prohibited without prior written approval. Please contact info@dimensions.ai for further information.",,,,,,,,,,,,,,
Publication ID,DOI,Title,Abstract,Source title/Anthology title,PubYear,Volume,Issue,Pagination,Authors,Authors Affiliations - Name of Research organization,Authors Affiliations - Country of Research organization,Dimensions URL,Times cited,Cited references
pub.1077688314,,Do minority-serving physicians have comparable rates of use of electronic health records?,"Given concerns that efforts to improve quality using tools such as electronic health records (EHR) could increase the digital divide among racial groups, we sought to determine whether minority-serving physicians in Massachusetts use EHR at the same rate as non-minority serving physicians. We found that physicians who cared for large minority populations had comparable rates of EHR use, identified similar barriers and reported similar benefits.",AMIA Annual Symposium Proceedings,2007,,,993,"Jha, Ashish K; Bates, David W; Jenter, Chelsea A; Orav, E John; Zheng, Jie; Simon, Steven R",Harvard University,United States,https://app.dimensions.ai/details/publication/pub.1077688314,3,
pub.1076948263,,Assessing the value of the internet in health improvement.,"The internet is a powerful tool that provides easy access to information. Many people access it for health information and bring the material gathered to health appointments. However, the information may not always be correct or adequately monitored for quality. This could lead to some of it being harmful. This article examines whether or not the internet will enable us to lead healthier lives. The need for a quality label, how professionals must become adept at using the internet, the possibility of a digital divide exacerbating health inequalities and the dangers of misusing the internet's interactive elements are examined.",Nursing Times,2004,100,35,28-30,"Blair, Jim","St George's, University of London",United Kingdom,https://app.dimensions.ai/details/publication/pub.1076948263,7,
pub.1077287908,,"Web-based consumer health information: public access, digital division, and remainders.","Public access Internet portals and decreasing costs of personal computers have created a growing consensus that unequal access to information, or a ""digital divide,"" has largely disappeared for US consumers. A series of technology initiatives in the late 1990s were believed to have largely eliminated the divide. For healthcare patients, access to information is an essential part of the consumer-centric framework outlined in the recently proposed national health information initiative. Data from a recent study of health information-seeking behaviors on the Internet suggest that a ""digitally underserved group"" persists, effectively limiting the planned national health information infrastructure to wealthier Americans.",Medscape journal of medicine,2006,8,2,4,"Lorence, Daniel; Park, Heeyoung",Pennsylvania State University,United States,https://app.dimensions.ai/details/publication/pub.1077287908,15,"[Morris, Theodore A.; Guard, J. Roger; Marine, Stephen A.; Schick, Leslie; Haag, Doris; Tsipis, Gaylene; Kaya, Birsen; Shoemaker, Steve]|[ur.01243501265.57; ur.0723134624.17; ur.01153611624.45; ur.01016665365.16; ur.01133113765.42; ur.01247342365.45; ur.01363570765.01; ur.0754413265.56]|Journal of the American Medical Informatics Association|1997|4|1|6-13|10.1136/jamia.1997.0040006|pub.1020565088|39;[Baker, Laurence; Wagner, Todd H; Singer, Sara; Bundorf, M Kate]|[ur.01227533035.85; ur.01025102062.05; ur.0725171423.09; ur.01104313010.84]|JAMA|2003|289|18|2400-2406|10.1001/jama.289.18.2400|pub.1031888226|931;[Bader, S A; Braude, R M]|[ur.0741545314.19; ur.01100564112.82]|Academic Medicine|1998|73|4|408-11|10.1097/00001888-199804000-00014|pub.1035127434|100;[Brodie, Mollyann; Flournoy, Rebecca E.; Altman, Drew E.; Blendon, Robert J.; Benson, John M.; Rosenbaum, Marcus D.]|[ur.01333031510.17; ur.01173504615.38; ur.01010154330.17; ur.01073262400.75; ur.0657261745.54; ur.010247461226.34]|Health Affairs|2000|19|6|255-265|10.1377/hlthaff.19.6.255|pub.1040537648|413;[Ayonrinde, O]|[ur.07606522357.06]|Postgraduate Medical Journal|1998|74|874|449|10.1136/pgmj.74.874.449|pub.1046150787|23;[Robinson, Thomas N.; Patrick, Kevin; Eng, Thomas R.; Gustafson, David; Communication and Health, for the Science Panel on Interactive]|[ur.01161511221.01; ur.015365145273.81; ur.01262256772.76; ur.07624765656.62; ]|JAMA|1998|280|14|1264-1269|10.1001/jama.280.14.1264|pub.1051830999|272;[Silberg, W M; Lundberg, G D; Musacchio, R A]|[ur.011651276252.17; ur.0607155430.64; ur.012617152504.80]|JAMA|1997|277|15|1244-5|10.1001/jama.277.15.1244|pub.1054160840|563"
pub.1077265495,,Virtual hospital and digital medicine--why is the GRID needed?,"The promise of telemedicine to enable equal access to high-level medical care can only be realised by the development of virtual hospitals, digital medicine and a bridging of the digital divide between the various regions of the world. For this, the concept of the Grid should be integrated with other communication networks and platforms. A promising approach is the implementation of service-oriented architectures for an invisible grid, hiding complexity for both application developers and end-users. Therefore integrated Grid Tools Suites for application programmers must be developed. Thus enhancing development and deployment of Grid applications can bring us closer to the simplicity of use that is desired for grid infrastructures not only within the medico-clinical field.",Studies in health technology and informatics,2006,120,,295-304,"Graschew, Georgi; Roelofs, Theo A; Rakowsky, Stefan; Schlag, Peter M; Heinzlreiter, Paul; Kranzlmüller, Dieter; Volkert, Jens",Charité - University Medicine Berlin,Germany,https://app.dimensions.ai/details/publication/pub.1077265495,2,
pub.1059246941,10.1089/cpb.2006.9977,Study of Education Disparities and Health Information Seeking Behavior,"This exploratory technology assessment examines how educational characteristics of health information seekers are associated with access to computers, the Internet, and online health information. Specifically, we examine (1) if there exists significant variation across identified health technology user groups regarding access to online health information, and (2) if differences between education levels have narrowed, remained constant, or widened over recent years, following national educational initiatives to narrow the technology gap for low-education user groups. Using a stratified sample from national tracking survey data, we find that recent policy initiatives under national technology access and other programs have demonstrated little effect in narrowing the digital divide for low-education users of web-based technologies.",Cyberpsychology Behavior and Social Networking,2007,10,1,149-151,"Lorence, Daniel; Park, Heeyoung",Pennsylvania State University,United States,https://app.dimensions.ai/details/publication/pub.1059246941,38,"[Okita, Sandra Y]|[]|Cyberpsychology Behavior and Social Networking|2004|7|4|464-471|10.1089/cpb.2004.7.464|pub.1059246672|5;[Everton, Wendi J.; Mastrangelo, Paul M.; Jolton, Jeffrey A.]|[ur.01266753560.32; ur.01335066760.47; ur.015364210775.14]|Cyberpsychology Behavior and Social Networking|2005|8|2|143-153|10.1089/cpb.2005.8.143|pub.1059246718|35;[Joiner, Richard; Gavin, Jeff; Duffield, Jill; Brosnan, Mark; Crook, Charles; Durndell, Alan; Maras, Pam; Miller, Jane; Scott, Adrian J.; Lovatt, Peter]|[ur.0733304543.50; ur.01002665571.08; ur.01047533143.42; ur.01111250354.79; ur.010554004243.09; ur.011046264127.26; ur.01300210143.69; ur.01346323343.12; ur.0622717243.95; ur.0742121775.51]|Cyberpsychology Behavior and Social Networking|2005|8|4|371-378|10.1089/cpb.2005.8.371|pub.1059246740|119;[Sun, Ping; Unger, Jennifer B.; Palmer, Paula H.; Gallaher, Peggy; Chou, Chih-Ping; Baezconde-Garbanati, Lourdes; Sussman, Steve; Johnson, C. Anderson]|[ur.01335652321.12; ur.0642225206.86; ur.01334367446.80; ur.0657076546.33; ur.014767414507.62; ur.0622312470.76; ur.016357133777.46; ur.012445147767.18]|Cyberpsychology Behavior and Social Networking|2005|8|5|441-453|10.1089/cpb.2005.8.441|pub.1059246750|79;[Fusilier, Marcelline; Durlabhji, Subhash; Cucchi, Alain; Collins, Michael]|[ur.016122035577.91; ur.015364425762.14; ur.0754527363.97; ]|Cyberpsychology Behavior and Social Networking|2005|8|5|454-464|10.1089/cpb.2005.8.454|pub.1059246751|6;[Jackson, Linda A.; Von Eye, Alexander; Biocca, Frank; Barbatsis, Gretchen; Zhao, Yong; Fitzgerald, Hiram]|[ur.01070755763.48; ur.01042557654.26; ur.014637772363.10; ur.01253317563.89; ur.01271544433.04; ur.0662366733.26]|Cyberpsychology Behavior and Social Networking|2005|8|5|465-472|10.1089/cpb.2005.8.465|pub.1059246752|8"
pub.1077354372,,Perceptions about use of a patient Internet portal among Medicaid beneficiaries.,"Patient Internet portals that allow patients to access their personal health information are an emerging form of enabling technology. The purported benefits from increasing use of information technology in healthcare, however, may not be universal because of a widening digital divide along racial and socioeconomic lines. In this pilot study, we surveyed 31 Medicaid beneficiaries to ascertain their interest in and projected use of a healthcare patient Internet portal. We found that most Medicaid beneficiaries were very interested in accessing personal health information about themselves or their dependents online. Moreover, ninety percent of respondents reported that they have access to the Internet, and sixty-eight percent of those with Internet access use the Internet once a week or more.",AMIA Annual Symposium Proceedings,2006,2006,,1145,"Willis, Janese M; Macri, Jennifer M; Simo, Jessica; Anstrom, Kevin J; Lobach, David F",Duke Medical Center,United States,https://app.dimensions.ai/details/publication/pub.1077354372,5,"[Ross, Stephen E.; Lin, Chen-Tan]|[ur.01250433246.25; ur.01347730701.27]|Journal of the American Medical Informatics Association|2003|10|2|129-138|10.1197/jamia.m1147|pub.1027332013|233;[Hsu, John; Huang, Jie; Kinsman, James; Fireman, Bruce; Miller, Robert; Selby, Joseph; Ortiz, Eduardo]|[ur.01125430411.20; ur.01122774121.98; ur.01353317662.21; ur.01233525220.55; ur.0676026762.22; ur.015133103322.58; ur.01012255362.90]|Journal of the American Medical Informatics Association|2004|12|2|164-171|10.1197/jamia.m1672|pub.1048008209|168"
pub.1076971956,,Implementing telemedicine technology: lessons from India.,"Information and communications technologies have universally helped to bridge the digital divide. As an application of ICT, telemedicine is an efficient pathway for enabling health care delivery. Developing countries, too, have started reaping the benefits of this evolutionary technology, but realisation of such dreams has not been swift. The implementation of a pilot scheme in telemedicine in India has been confounded with challenges right from the very start. One of the prime lessons to be learnt from the implementation of a pilot project in a developing country is to keep the objectives of the project in small modules and to keep the deliverables within sight. An account of some of the challenges faced while developing telemedicine technology in India serves as a useful example for upcoming telemedicine programmes in Third World countries.",World hospitals and health services : the official journal of the International Hospital Federation,2004,40,3,"29-30, 41, 43","Sood, Sanjay P",,,https://app.dimensions.ai/details/publication/pub.1076971956,7,
pub.1059246752,10.1089/cpb.2005.8.465,Instructional Set and Internet Use by Low-Income Adults,"This research examined the effects of instructional set on Internet use by low-income adults during a 16-month longitudinal study. Participants (n = 117) received instructions that focused on either the Internet's communication tools or its information tools. Internet use was continuously and automatically recorded. Survey measures of computer and Internet experiences, affect and attitudes were obtained to examine their mediational role in the relationship between instructional set and Internet use. Results indicated that instructions focused on the Internet's information tools led to greater Internet use than instructions focused on its communication tools or only basic instructions about how to use the Internet. Implications for reducing the digital divide are discussed.",Cyberpsychology Behavior and Social Networking,2005,8,5,465-472,"Jackson, Linda A.; Von Eye, Alexander; Biocca, Frank; Barbatsis, Gretchen; Zhao, Yong; Fitzgerald, Hiram",Michigan State University,United States,https://app.dimensions.ai/details/publication/pub.1059246752,8,"[Katz, James; Aspden, Philip]|[ur.011125014303.05; ur.011004276717.53]|Internet Research|1997|7|3|170-188|10.1108/10662249710171814|pub.1002872177|179;[Hamburger, Y.A; Ben-Artzi, E]|[ur.0644314615.10; ur.01171527332.35]|Computers in Human Behavior|2000|16|4|441-449|10.1016/s0747-5632(00)00017-0|pub.1005029104|379;[Jackson, Linda A.; von Eye, Alexander; Barbatsis, Gretchen; Biocca, Frank; Zhao, Yong; Fitzgerald, Hiram E.]|[ur.01070755763.48; ur.01042557654.26; ur.01253317563.89; ur.014637772363.10; ur.01271544433.04; ur.0662366733.26]|International Journal of Human-Computer Studies|2003|59|3|355-382|10.1016/s1071-5819(03)00069-7|pub.1006879595|34;[Kraut, Robert; Scherlis, William; Mukhopadhyay, Tridas; Manning, Jane; Kiesler, Sara]|[ur.01065212052.21; ur.010534440251.33; ur.01263333020.18; ur.013513232455.43; ur.01345706760.32]|Communications of the ACM|1996|39|12|55-63|10.1145/240483.240493|pub.1010821654|162;[Jackson, Linda A.; Ervin, Kelly S.; Gardner, Philip D.; Schmitt, Neal]|[ur.01070755763.48; ur.011064071572.45; ur.016623651305.19; ur.015030215226.46]|Journal of Applied Social Psychology|2001|31|10|2019-2046|10.1111/j.1559-1816.2001.tb00162.x|pub.1018476267|52;[Jackson, Linda A.; Ervin, Kelly S.; Gardner, Philip D.; Schmitt, Neal]|[ur.01070755763.48; ur.011064071572.45; ur.016623651305.19; ur.015030215226.46]|Sex Roles|2001|44|5-6|363-379|10.1023/a:1010937901821|pub.1019455801|408;[Jackson, Linda A.; von Eye, Alexander; Barbatsis, Gretchen; Biocca, Frank; Fitzgerald, Hiram E.; Zhao, Yong]|[ur.01070755763.48; ur.01042557654.26; ur.01253317563.89; ur.014637772363.10; ur.0662366733.26; ur.01271544433.04]|Communications of the ACM|2004|47|7|43-47|10.1145/1005817.1005819|pub.1028655851|31;[Haythornthwaite, Caroline; Wellman, Barry]|[ur.013446276022.87; ur.011001756750.07]|Journal of the Association for Information Science and Technology|1998|49|12|1101-1114|10.1002/(sici)1097-4571(1998)49:12<1101::aid-asi6>3.0.co;2-z|pub.1035033667|264;[Tuten, Tracy L.; Bosnjak, Michael]|[ur.014467612457.08; ur.010053163505.46]|Social Behavior and Personality An International Journal|2001|29|4|391-398|10.2224/sbp.2001.29.4.391|pub.1046188802|162;[Kraut, Robert; Kiesler, Sara; Boneva, Bonka; Cummings, Jonathon; Helgeson, Vicki; Crawford, Anne]|[ur.01065212052.21; ur.01345706760.32; ur.07516476503.98; ur.013506156751.21; ur.0653450316.31; ur.011157552703.18]|Journal of Social Issues|2002|58|1|49-74|10.1111/1540-4560.00248|pub.1046516269|1349;[Kraut, Robert; Patterson, Michael; Lundmark, Vicki; Kiesler, Sara; Mukopadhyay, Tridas; Scherlis, William]|[ur.01065212052.21; ur.01166444620.99; ur.01234560020.49; ur.01345706760.32; ; ur.010534440251.33]|American Psychologist|1998|53|9|1017-1031|10.1037/0003-066x.53.9.1017|pub.1051620085|2796;[Jackson, Linda A.; von Eye, Alexander; Biocca, Frank A.; Barbatsis, Gretchen; Fitzgerald, Hiram E.; Zhao, Yong]|[ur.01070755763.48; ur.01042557654.26; ur.014637772363.10; ur.01253317563.89; ur.0662366733.26; ur.01271544433.04]|Swiss Journal of Psychology|2003|62|2|79-90|10.1024//1421-0185.62.2.79|pub.1056313272|35;[Weiser, E B]|[ur.0701512033.36]|Cyberpsychology Behavior and Social Networking|2001|4|6|723-743|10.1089/109493101753376678|pub.1059210377|205"
pub.1075199228,,"Crossing the ""digital divide:"" implementing an electronic medical record system in a rural Kenyan health center to support clinical care and research.","To improve care, one must measure it. In the US, electronic medical record systems have been installed in many institutions to support health care management, quality improvement, and research. Developing countries lack such systems and thus have difficulties managing scarce resources and investigating means of improving health care delivery and outcomes. We describe the implementation and use of the first documented electronic medical record system in ambulatory care in sub-Saharan Africa. After one year, it has captured data for more than 13,000 patients making more than 26,000 visits. We present lessons learned and modifications made to this system to improve its capture of data and ability to support a comprehensive clinical care and research agenda.",AMIA Annual Symposium Proceedings,2002,,,792-5,"Tierney, William M; Rotich, Joseph K; Smith, Faye E; Bii, John; Einterz, Robert M; Hannan, Terry J",Indiana University – Purdue University Indianapolis,United States,https://app.dimensions.ai/details/publication/pub.1075199228,13,"[Tierney, William M.; McDonald, Clement J.]|[ur.013247525077.84; ur.0754507500.71]|Statistics in Medicine|1991|10|4|541-557|10.1002/sim.4780100406|pub.1020366511|60;[Hannan, Terry J; Rotich, Joseph K; Odero, Wilson W; Menya, Diana; Esamai, Fabian; Einterz, Robert M; Sidle, John; Sidle, Joy; Smith, Faye; Tierney, William M]|[ur.0733602744.08; ur.0646152733.06; ur.013523761647.27; ur.0670117757.36; ur.01263112713.52; ur.0665467544.25; ur.01167467237.34; ; ur.01213056333.70; ur.013247525077.84]|International Journal of Medical Informatics|2000|60|1|21-28|10.1016/s1386-5056(00)00068-x|pub.1037331813|39"
pub.1075268250,,"Transformations of 21st century health care, Part 1. Beyond the digital divide.","Speed, control, accountability, cost containment, and customer satisfaction are the first-level benefits of digitization. We'll see these benefits grow, and we'll see much more in the new century.",Health Forum journal,2003,46,1,"8-13, 1","Flower, Joe",,,https://app.dimensions.ai/details/publication/pub.1075268250,4,
pub.1022980255,10.1300/j115v20n03_02,Health InfoNet of Jefferson County,"Health InfoNet of Jefferson County is a new collaborative consumer health information service of the Jefferson County public libraries and the UAB Lister Hill Library of the Health Sciences. Working with the input and cooperation of local voluntary health agencies, health care professionals and other health information providers, the intent is to improve the efficiency with which consumers might access such information while avoiding duplication of effort on the part of the information providers. Various considerations in InfoNet's mission include providing service not only to established library and Internet users, but also those on the other side of the ""digital divide"" as well as those with low literacy skills or English as a second language. The role of health care professionals in guiding their patients to the best consumer health information resources is emphasized.",Medical Reference Services Quarterly,2001,20,3,13-21,"Smith, Kay Hogan",University of Alabama at Birmingham,United States,https://app.dimensions.ai/details/publication/pub.1022980255,6,"[Doak, Cecilia Conrath; Doak, Leonard G.; Friedell, Gilbert H.; Meade, Cathy D.]|[ur.01370025333.47; ur.01146153177.17; ur.01131677536.14; ur.01262152742.27]|CA A Cancer Journal for Clinicians|1998|48|3|151-162|10.3322/canjclin.48.3.151|pub.1004243794|225;[Eng, T R; Maxfield, A; Patrick, K; Deering, M J; Ratzan, S C; Gustafson, D H]|[ur.01262256772.76; ur.0753126750.59; ur.015365145273.81; ur.01067355350.26; ; ur.016330037056.23]|JAMA|1998|280|15|1371-1375|10.1001/jama.280.15.1371|pub.1019100729|258;[Richards, Tessa]|[ur.01360306041.25]|The BMJ|1998|316|7125|85|10.1136/bmj.316.7125.85|pub.1020131557|59;[Michielutte, Robert; Alciati, Marianne Haenlein; Arculli, Regina El]|[ur.064165730.65; ur.0724207562.63; ur.015473563210.32]|Journal of Health Care for the Poor and Underserved|1999|10|3|281-297|10.1353/hpu.2010.0585|pub.1020763327|26;[Eisenberg, D M; Davis, R B; Ettner, S L; Appel, S; Wilkey, S; Van Rompay, M; Kessler, R C]|[ur.01351705606.23; ur.014007053502.29; ur.01171523472.28; ur.0660750714.57; ur.0727064114.43; ur.01334716323.07; ur.012212666457.88]|JAMA|1998|280|18|1569-1575|10.1001/jama.280.18.1569|pub.1020800293|5602"
pub.1074795790,,Physician executives straddle the digital divide.,"e-Health is here to stay and experts predict that the Internet will become the hub of health care. Rapid advancements in biotechnology and medical research, increasingly curious patients who surf the Internet for medical information, and pressures from managed care companies to contain costs and speed treatments are the central components driving e-health. Despite physician reluctance to embrace the e-revolution, many hospitals and medical groups are employing the Internet and information technology to improve their customer interface, as well as to reduce business costs. This article offers seven e-strategies for health care performance improvement: (1) Supply chain management; (2) e-transactions; (3) care management; (4) improving quality; (5) boosting revenues; (6) outsourcing; and (7) provider networks (Intranets). By helping to incorporate these key e-solutions, physician executives can position their organizations for success in the new millennium.",Physician Executive,2001,27,2,12-9,"Coile, R C",,,https://app.dimensions.ai/details/publication/pub.1074795790,4,
pub.1077321028,,New trends in the virtualization of hospitals--tools for global e-Health.,"The development of virtual hospitals and digital medicine helps to bridge the digital divide between different regions of the world and enables equal access to high-level medical care. Pre-operative planning, intra-operative navigation and minimally-invasive surgery require a digital and virtual environment supporting the perception of the physician. As data and computing resources in a virtual hospital are distributed over many sites the concept of the Grid should be integrated with other communication networks and platforms. A promising approach is the implementation of service-oriented architectures for an invisible grid, hiding complexity for both application developers and end-users. Examples of promising medical applications of Grid technology are the real-time 3D-visualization and manipulation of patient data for individualized treatment planning and the creation of distributed intelligent databases of medical images.",Studies in health technology and informatics,2006,121,,168-75,"Graschew, Georgi; Roelofs, Theo A; Rakowsky, Stefan; Schlag, Peter M; Heinzlreiter, Paul; Kranzlmüller, Dieter; Volkert, Jens",Charité - University Medicine Berlin,Germany,https://app.dimensions.ai/details/publication/pub.1077321028,21,
pub.1077353985,,Training digital divide seniors to use a telehealth system: a remote training approach.,"As the use of health information technologies continues to proliferate amongst seniors, many of whom lack computer experience, there is a need to develop effective training approaches to foster basic competencies. This paper describes the REmote Patient Education in a Telemedicine Environment (REPETE) system, a component of the IDEATel telemedicine architecture. The REPETE architecture supports simultaneous visual and audio teaching modes over low bandwidth connections. This paper presents an in-depth qualitative analysis of two patients being trained to use the IDEATel patient web portal. The results indicate that this method of instruction was useful in facilitating patients' use of the web application. However, the observations suggest that there is learning curve for the trainer to use the resources effectively to establish common ground and foster competencies in the patient.",AMIA Annual Symposium Proceedings,2006,2006,,459-63,"Lai, Albert M; Kaufman, David R; Starren, Justin",Columbia University,United States,https://app.dimensions.ai/details/publication/pub.1077353985,7,"[Shea, Steven; Starren, Justin; Weinstock, Ruth S.; Knudson, Paul E.; Teresi, Jeanne; Holmes, Douglas; Palmas, Walter; Field, Lesley; Goland, Robin; Tuck, Catherine; Hripcsak, George; Capps, Linnea; Liss, David]|[ur.07472701777.16; ur.01341566416.40; ur.01313332511.08; ur.0747335613.49; ur.01264607567.53; ur.01171500364.50; ur.01050352414.35; ur.01251235105.12; ur.01146361662.06; ur.01177473022.88; ur.01304304572.48; ur.01323211405.50; ]|Journal of the American Medical Informatics Association|2002|9|1|49-62|10.1136/jamia.2002.0090049|pub.1011779679|145"
pub.1077016816,,"E-leadership in the digital age: the equilibrium, the codes and the digital gap.","Malaysia's experience in implementing the Integrated Telehealth Project has placed her way ahead in the arena of world Telehealth. Thus, she has become the focus point, reference point and benchmark for similar endeavors around the world. In fact, it would not be presumptuous to state that the Integrated Telehealth project is a trail-blazing pioneer with e-leadership experience and skills developed over the last few years. It is hoped that the Integrated Telehealth concept will find acceptance and credence globally.",Studies in health technology and informatics,2004,104,,30-40,"Harum, Hishamuddin",,,https://app.dimensions.ai/details/publication/pub.1077016816,1,
pub.1053793082,10.2190/ns.17.3.e,Give the Public and Workers the Full Right to Know and Participate,"Industrial toxic chemicals are often introduced into our environment without the knowledge or consent of those harmed and exposed. Limited disclosure laws and practices currently inform workers and communities of some toxic chemical sources and exposures, but these laws amount to islands of knowledge amid seas of ignorance. Systematic disclosure of use, release, and exposure to industrial toxic chemicals and other environmental health hazards helps people protect themselves, improves oversight of government and industry decisions, and encourages development of safer alternatives. The means by which industries and governments provide information about environmental health hazards must be carefully constructed. Effective disclosure must provide both immediate and well-organized public access on both sides of the digital divide. Selected initiatives demonstrate the value, diversity, and limitations of current disclosure policies. Closely linked with our right to know is our essential right to participate in decisions about environmental hazards that affect our lives.",NEW SOLUTIONS A Journal of Environmental and Occupational Health Policy,2007,17,3,209-218,"Orum, Paul; Heminway, Diane",,,https://app.dimensions.ai/details/publication/pub.1053793082,0,
pub.1077353995,,Perceptions of Medicaid beneficiaries regarding the usefulness of accessing personal health information and services through a patient Internet portal.,"Increasing emphasis is being placed on the importance of information technology to improve the safety and quality of healthcare. However, concern is growing that these potential benefits will not be equally distributed across the population because of a widening digital divide along racial and socioeconomic lines. In this pilot study, we surveyed 31 Medicaid beneficiaries to ascertain their interest in and projected use of a healthcare patient Internet portal. We found that most Medicaid beneficiaries (or their parents/guardians) were very interested in accessing personal health information about themselves (or their dependents) online. Additionally, they were interested in accessing healthcare services online. We also found that many Medicaid beneficiaries have Internet access, including a slight majority with access to high-speed Internet connections. Our study revealed significant concern about the privacy of online health information.",AMIA Annual Symposium Proceedings,2006,2006,,509-13,"Lobach, David F; Willis, Janese M; Macri, Jennifer M; Simo, Jessica; Anstrom, Kevin J",Duke University Hospital,United States,https://app.dimensions.ai/details/publication/pub.1077353995,21,"[Ross, Stephen E.; Lin, Chen-Tan]|[ur.01250433246.25; ur.01347730701.27]|Journal of the American Medical Informatics Association|2003|10|2|129-138|10.1197/jamia.m1147|pub.1027332013|233;[Weingart, Saul N.; Rind, David; Tofias, Zachary; Sands, Daniel Z.]|[ur.01125123200.01; ur.0646133444.23; ; ur.0602263110.17]|Journal of the American Medical Informatics Association|2005|13|1|91-95|10.1197/jamia.m1833|pub.1035639509|203;[Carroll, Aaron E.; Zimmerman, Frederick J.; Rivara, Frederick P.; Ebel, Beth E.; Christakis, Dimitri A.]|[ur.0607637416.78; ur.01007033370.91; ur.07457336477.73; ur.01326347754.61; ur.01317173374.50]|Academic Pediatrics|2005|5|2|122-126|10.1367/a04-114r1.1|pub.1043558241|18;[Fowles, Jinnet B; Kind, Allan C; Craft, Cheryl; Kind, Elizabeth A; Mandel, Jeffrey L; Adlis, Susan]|[ur.01007614707.10; ur.01251065006.02; ur.01202751606.03; ur.01066523206.19; ; ur.01027705235.41]|JAMA Internal Medicine|2004|164|7|793-800|10.1001/archinte.164.7.793|pub.1044861298|53;[Hsu, John; Huang, Jie; Kinsman, James; Fireman, Bruce; Miller, Robert; Selby, Joseph; Ortiz, Eduardo]|[ur.01125430411.20; ur.01122774121.98; ur.01353317662.21; ur.01233525220.55; ur.0676026762.22; ur.015133103322.58; ur.01012255362.90]|Journal of the American Medical Informatics Association|2004|12|2|164-171|10.1197/jamia.m1672|pub.1048008209|168"
